Name with Owner,Created Timestamp,Updated Timestamp,Stars Count,Language,Rating
zfcampus/zf-apigility-skeleton,2013-08-15 17:48:59 UTC,2018-09-07 15:32:33 UTC,474,PHP,2.92
audreyt/node-webworker-threads,2012-11-02 19:40:36 UTC,2018-08-31 12:03:48 UTC,1844,C++,2.93
VerbalExpressions/CSharpVerbalExpressions,2013-07-25 16:59:59 UTC,2018-02-11 12:49:21 UTC,892,C#,2.93
EddyBorja/MLPSpotlight,2013-01-31 02:46:34 UTC,2016-12-29 11:21:22 UTC,510,Objective-C,2.94
snaptortoise/konami-js,2010-05-07 18:10:30 UTC,2018-12-21 08:59:25 UTC,735,JavaScript,2.94
benbalter/word-to-markdown,2014-03-22 20:03:23 UTC,2018-08-01 18:02:40 UTC,947,Ruby,2.95
VividCortex/angular-recaptcha,2013-06-12 01:05:09 UTC,2018-07-30 13:49:45 UTC,475,JavaScript,2.95
chinchang/cta.js,2015-03-22 19:12:13 UTC,2018-02-19 03:36:02 UTC,1574,JavaScript,2.96
kardianos/service,2015-01-06 00:12:22 UTC,2018-11-16 13:10:08 UTC,1557,Go,2.96
redis-store/redis-rails,2011-09-08 07:17:49 UTC,2017-12-23 13:43:40 UTC,718,Ruby,2.97
mitsuhiko/pluginbase,2014-06-30 20:51:42 UTC,2018-12-18 03:12:08 UTC,744,Python,2.97
apache/incubator-singa,2015-04-02 07:00:05 UTC,2018-11-16 03:52:08 UTC,1521,C++,2.98
0xced/XCDYouTubeKit,2013-05-17 20:59:57 UTC,2018-10-22 23:18:32 UTC,2400,Objective-C,2.98
segmentio/analytics-ios,2013-03-09 02:46:59 UTC,2018-12-17 05:14:50 UTC,288,Objective-C,2.99
jonase/kibit,2012-03-04 18:57:05 UTC,2018-11-30 16:59:45 UTC,1452,Clojure,2.99
hoteltonight/HTAutocompleteTextField,2012-12-27 21:21:23 UTC,2017-10-10 07:09:43 UTC,1073,Objective-C,3.0
jquery-archive/plugins.jquery.com,2011-11-30 21:04:08 UTC,2017-11-24 18:33:04 UTC,1304,JavaScript,3.0
gmoledina/GMGridView,2011-10-10 07:15:59 UTC,2017-07-20 09:58:22 UTC,2384,Objective-C,3.01
Yalantis/PullToRefresh,2015-05-22 07:51:25 UTC,2018-11-18 02:46:26 UTC,970,Swift,3.01
mindmup/mapjs,2013-01-16 18:06:32 UTC,2018-03-08 08:48:37 UTC,631,JavaScript,3.02
swipely/docker-api,2013-06-13 19:29:58 UTC,2018-03-16 19:57:55 UTC,870,Ruby,3.02
PebbleTemplates/pebble,2012-12-27 02:04:22 UTC,2018-11-13 15:28:39 UTC,661,Java,3.03
rpush/rpush,2013-01-02 14:46:47 UTC,2018-12-03 09:37:08 UTC,1484,Ruby,3.03
chef/chef-provisioning,2013-11-15 17:10:52 UTC,2018-12-06 20:44:13 UTC,538,Ruby,3.04
libpd/libpd,2011-11-13 19:16:13 UTC,2018-11-06 15:20:48 UTC,725,C#,3.04
bjornharrtell/jsts,2011-02-13 20:14:35 UTC,2018-12-21 13:39:53 UTC,801,JavaScript,3.05
apache/cordova-cli,2012-12-12 08:00:28 UTC,2018-12-22 06:43:26 UTC,702,JavaScript,3.05
yuku/jquery-textcomplete,2013-08-24 06:22:06 UTC,2018-11-27 21:54:42 UTC,1640,JavaScript,3.06
StackStorm/st2,2014-04-23 00:51:34 UTC,2018-05-08 06:03:46 UTC,2600,Python,3.06
getsentry/sentry-php,2012-01-23 07:34:48 UTC,2018-11-09 13:20:46 UTC,898,PHP,3.07
Luracast/Restler,2011-04-08 17:39:58 UTC,2018-12-08 10:17:17 UTC,1262,JavaScript,3.07
DoersGuild/jQuery.print,2012-07-16 13:13:36 UTC,2018-05-06 04:07:28 UTC,441,JavaScript,3.08
Microsoft/WindowsUIDevLabs,2015-05-06 00:02:58 UTC,2018-04-30 08:33:54 UTC,679,C#,3.08
florianv/swap,2014-05-09 13:20:05 UTC,2018-07-20 17:00:26 UTC,944,PHP,3.09
taf2/curb,2008-07-15 15:31:43 UTC,2018-12-03 19:49:31 UTC,1164,C,3.09
RReverser/mpegts,2013-11-24 10:18:40 UTC,2018-04-27 03:36:59 UTC,809,JavaScript,3.1
inspirit/jsfeat,2012-11-08 12:35:55 UTC,2018-04-02 14:10:30 UTC,2253,JavaScript,3.1
rueckstiess/mtools,2012-09-14 07:28:16 UTC,2018-09-28 17:23:41 UTC,1222,HTML,3.11
DamnWidget/anaconda,2013-07-21 15:14:07 UTC,2018-04-09 17:24:11 UTC,1775,Python,3.11
bassjobsen/Bootstrap-3-Typeahead,2013-09-07 21:01:41 UTC,2018-04-09 06:43:10 UTC,1475,JavaScript,3.12
tc39/agendas,2013-05-23 15:00:22 UTC,2018-04-30 05:25:11 UTC,327,JavaScript,3.12
codrops/HoverEffectIdeas,2014-06-19 08:42:20 UTC,2018-12-18 09:07:03 UTC,1365,CSS,3.13
jenkinsci/performance-plugin,2010-12-14 20:37:47 UTC,2018-06-20 00:25:50 UTC,121,Java,3.13
there4/markdown-resume,2012-02-28 14:28:58 UTC,2018-10-22 15:49:25 UTC,1325,CSS,3.14
jdesboeufs/connect-mongo,2011-03-08 03:34:35 UTC,2018-12-03 09:49:20 UTC,1555,JavaScript,3.14
carmen-ruby/carmen,2009-03-17 19:18:42 UTC,2018-05-08 13:38:12 UTC,938,Ruby,3.15
cakephp/app,2013-09-16 10:52:22 UTC,2018-12-09 11:32:28 UTC,216,PHP,3.15
facebook/planout,2014-01-26 00:07:54 UTC,2018-05-01 00:02:25 UTC,1230,JavaScript,3.16
petertodd/python-bitcoinlib,2013-03-14 05:46:34 UTC,2018-05-06 20:40:49 UTC,822,Python,3.16
kikinteractive/app,2012-09-11 19:10:07 UTC,2018-12-21 11:30:11 UTC,2797,JavaScript,3.17
inversify/InversifyJS,2015-04-07 21:04:38 UTC,2018-10-18 05:33:53 UTC,3288,TypeScript,3.17
RolifyCommunity/rolify,2011-06-03 20:54:40 UTC,2018-03-29 09:35:05 UTC,2335,Ruby,3.18
lxc/lxd,2014-11-04 22:40:52 UTC,2018-06-22 20:02:03 UTC,1805,Go,3.18
pa11y/pa11y,2013-03-05 09:51:11 UTC,2018-10-18 15:07:39 UTC,1890,JavaScript,3.19
panique/mini,2013-11-06 22:13:20 UTC,2018-04-27 10:32:52 UTC,1201,PHP,3.19
flynn/flynn,2013-07-09 18:22:06 UTC,2018-06-17 16:18:19 UTC,6723,Go,3.2
fengyuanchen/distpicker,2014-01-09 08:37:07 UTC,2018-12-01 10:22:38 UTC,1204,JavaScript,3.2
adamschwartz/log,2013-04-12 19:08:58 UTC,2018-03-28 16:59:43 UTC,2585,JavaScript,3.21
simogeo/Filemanager,2010-02-19 08:20:33 UTC,2018-03-28 21:01:14 UTC,895,JavaScript,3.21
unclebob/fitnesse,2008-12-06 19:38:59 UTC,2018-12-10 06:09:27 UTC,1246,Java,3.22
tholman/zenpen,2013-01-28 20:41:25 UTC,2018-03-29 04:52:41 UTC,3708,JavaScript,3.22
cedarbdd/cedar,2010-06-08 01:34:14 UTC,2018-03-31 02:40:11 UTC,1153,Objective-C++,3.23
googleads/googleads-mobile-android-examples,2013-12-04 19:36:18 UTC,2018-11-20 21:39:17 UTC,693,Java,3.23
MugunthKumar/MKNetworkKit,2011-11-25 07:10:27 UTC,2018-04-01 06:07:53 UTC,3174,Objective-C,3.24
square/tape,2012-09-10 06:18:49 UTC,2018-12-21 10:40:37 UTC,2231,Java,3.24
toopay/bootstrap-markdown,2013-03-20 14:17:30 UTC,2018-07-22 08:53:49 UTC,1940,JavaScript,3.25
uber/Python-Sample-Application,2014-08-06 21:19:49 UTC,2018-04-10 00:56:32 UTC,252,Python,3.25
angular-google-chart/angular-google-chart,2013-04-17 22:20:49 UTC,2018-03-29 02:54:30 UTC,886,JavaScript,3.26
lokesh/lightbox2,2011-10-16 19:09:17 UTC,2018-09-28 15:23:02 UTC,4163,JavaScript,3.26
nathanl/authority,2012-03-09 18:31:06 UTC,2018-04-30 00:06:28 UTC,1266,Ruby,3.27
pocorall/scaloid,2012-10-08 05:53:22 UTC,2018-03-19 03:32:07 UTC,2096,Scala,3.27
cloudfoundry/uaa,2012-02-07 22:40:55 UTC,2018-07-21 23:52:58 UTC,784,Java,3.28
symfony/http-kernel,2011-02-22 18:04:06 UTC,2018-12-08 11:26:11 UTC,4820,PHP,3.28
yackle/CLImageEditor,2013-11-15 05:59:55 UTC,2018-10-23 19:58:34 UTC,2005,Objective-C,3.29
SocketCluster/socketcluster,2013-09-23 12:11:47 UTC,2018-11-20 19:44:47 UTC,4986,JavaScript,3.29
goatslacker/alt,2014-12-19 09:44:04 UTC,2018-03-09 09:29:04 UTC,3467,JavaScript,3.3
riccardoscalco/textures,2015-01-28 12:24:23 UTC,2018-01-21 17:21:57 UTC,4324,JavaScript,3.3
auth0/lock,2014-08-12 18:28:41 UTC,2018-11-23 18:54:40 UTC,798,JavaScript,3.31
zxh0/jvm.go,2015-01-07 08:46:46 UTC,2018-05-02 06:04:31 UTC,2256,Go,3.31
adafruit/Adafruit_NeoPixel,2012-12-12 19:16:00 UTC,2018-11-19 09:27:35 UTC,1536,C++,3.32
immersive-web/webvr-polyfill,2015-01-30 19:23:46 UTC,2018-12-11 00:21:00 UTC,1146,JavaScript,3.32
facebookarchive/fixed-data-table,2015-01-28 04:19:02 UTC,2018-11-28 09:19:39 UTC,4310,JavaScript,3.33
facebook/Tweaks,2014-03-14 02:58:52 UTC,2018-10-25 07:37:27 UTC,4706,Objective-C,3.33
jwplayer/jwplayer,2014-03-31 20:34:20 UTC,2018-05-06 04:10:21 UTC,1614,JavaScript,3.34
octoblu/meshblu,2013-10-25 18:35:52 UTC,2018-03-15 08:23:27 UTC,812,CoffeeScript,3.34
jquery-boilerplate/jquery-boilerplate,2011-05-17 12:49:29 UTC,2018-02-26 13:12:38 UTC,2561,JavaScript,3.35
postmanlabs/newman,2014-03-05 17:52:17 UTC,2018-12-21 20:58:04 UTC,3195,JavaScript,3.35
assaf/zombie,2010-12-05 23:17:43 UTC,2018-12-09 11:59:48 UTC,5091,JavaScript,3.36
apache/incubator-gobblin,2014-12-01 18:10:50 UTC,2018-11-30 06:52:42 UTC,1322,Java,3.36
appcelerator/titanium_modules,2011-01-19 21:18:13 UTC,2017-11-24 18:33:54 UTC,635,,3.37
facebook/regenerator,2013-10-05 14:37:03 UTC,2018-11-16 21:34:24 UTC,2561,JavaScript,3.37
belaban/JGroups,2010-11-07 15:51:28 UTC,2018-09-27 17:39:45 UTC,669,Java,3.38
paypal/accessible-html5-video-player,2014-09-04 18:11:53 UTC,2018-12-22 12:31:26 UTC,2171,JavaScript,3.38
googleapis/google-cloud-go,2014-05-09 11:11:58 UTC,2018-12-20 09:08:07 UTC,1474,Go,3.39
knightliao/disconf,2014-05-30 09:39:27 UTC,2018-12-21 14:26:09 UTC,4422,Java,3.39
Hacker0x01/react-datepicker,2014-06-22 07:40:48 UTC,2018-12-03 07:15:56 UTC,3207,JavaScript,3.4
aasm/aasm,2008-02-28 20:40:04 UTC,2018-09-07 08:48:37 UTC,3429,Ruby,3.4
sass/node-sass,2012-04-24 18:46:30 UTC,2018-12-16 18:03:06 UTC,5788,C++,3.41
symfony/demo,2015-03-24 10:37:08 UTC,2018-12-08 05:24:49 UTC,1434,PHP,3.41
bitcoinjs/bitcoinjs-lib,2011-05-04 16:03:45 UTC,2018-12-18 16:58:56 UTC,3187,JavaScript,3.42
milessabin/shapeless,2011-12-18 13:36:38 UTC,2018-07-11 18:09:08 UTC,2523,Scala,3.42
facebookarchive/origami,2013-12-16 23:37:18 UTC,2017-12-30 04:10:15 UTC,3384,Objective-C,3.43
Atlantic18/DoctrineExtensions,2010-09-03 12:08:12 UTC,2018-07-26 23:08:55 UTC,2260,PHP,3.43
eduardolundgren/tracking.js,2012-06-18 04:39:34 UTC,2018-05-04 08:24:39 UTC,6499,JavaScript,3.44
node-serialport/node-serialport,2010-09-07 12:24:28 UTC,2018-12-19 18:18:31 UTC,3714,JavaScript,3.44
gaearon/react-hot-boilerplate,2014-08-23 16:38:09 UTC,2018-04-05 20:14:23 UTC,3892,JavaScript,3.45
jenkinsci/pipeline-plugin,2014-05-10 01:47:09 UTC,2018-06-26 16:31:50 UTC,1398,,3.45
mathiasbynens/jquery-placeholder,2010-01-19 21:26:21 UTC,2018-05-03 01:03:06 UTC,4148,JavaScript,3.46
kelektiv/node.bcrypt.js,2010-04-15 05:17:17 UTC,2018-10-18 12:57:55 UTC,4002,C++,3.46
GoogleCloudPlatform/python-docs-samples,2015-05-04 23:26:13 UTC,2018-12-12 02:19:57 UTC,2354,Python,3.47
datastax/java-driver,2012-11-19 18:44:41 UTC,2018-10-12 10:19:42 UTC,982,Java,3.47
shelljs/shelljs,2012-03-02 17:04:47 UTC,2018-09-27 02:20:02 UTC,8499,JavaScript,3.48
Microsoft/cpprestsdk,2014-08-21 20:57:45 UTC,2018-12-07 05:01:52 UTC,3401,C++,3.48
foreverjs/forever,2010-09-27 15:47:23 UTC,2018-06-15 22:34:09 UTC,11214,JavaScript,3.49
booksbyus/zguide,2010-08-16 17:31:00 UTC,2018-11-27 13:17:30 UTC,2577,PHP,3.49
uber/coding-challenge-tools,2013-08-01 23:39:21 UTC,2018-04-04 05:07:04 UTC,383,,3.5
beberlei/DoctrineExtensions,2010-02-28 12:14:35 UTC,2018-10-03 01:03:16 UTC,1065,PHP,3.5
bear/python-twitter,2012-09-12 06:51:02 UTC,2018-11-20 00:09:51 UTC,2425,Python,3.51
jquery/esprima,2011-11-23 05:36:43 UTC,2018-12-21 14:51:27 UTC,4912,TypeScript,3.51
facebook/buck,2013-04-17 18:12:18 UTC,2018-05-08 04:45:34 UTC,5773,Java,3.52
synrc/n2o,2013-03-29 18:34:40 UTC,2018-11-17 02:06:53 UTC,1140,Erlang,3.52
apache/zeppelin,2015-03-25 07:00:06 UTC,2018-05-08 09:30:16 UTC,3547,Java,3.53
aws/aws-sdk-go,2014-12-05 05:29:41 UTC,2018-12-22 19:18:44 UTC,4397,Go,3.53
rethinkdb/rethinkdb-legacy,2012-10-30 05:37:47 UTC,2018-11-20 19:38:44 UTC,21789,C++,3.54
nutzam/nutz,2011-06-10 01:25:43 UTC,2018-04-25 02:42:01 UTC,1822,Java,3.54
RNCryptor/RNCryptor,2012-03-17 00:48:37 UTC,2018-10-04 16:55:58 UTC,2949,Swift,3.55
vuejs/vuejs.org,2014-01-05 03:11:14 UTC,2018-12-03 06:39:01 UTC,3048,JavaScript,3.55
CreateJS/EaselJS,2011-01-22 01:36:07 UTC,2018-12-04 12:44:22 UTC,7045,JavaScript,3.56
ribot/android-guidelines,2014-06-18 15:49:56 UTC,2018-09-25 09:07:42 UTC,4077,,3.56
sovereign/sovereign,2013-08-19 22:09:16 UTC,2018-11-21 02:19:00 UTC,7201,Python,3.57
NYTimes/objective-c-style-guide,2013-07-31 18:21:46 UTC,2018-12-06 09:04:02 UTC,5415,,3.57
electron-userland/electron-packager,2015-03-23 02:54:14 UTC,2018-12-13 02:55:58 UTC,5822,JavaScript,3.58
stripe/stripe-php,2011-06-25 19:52:24 UTC,2018-12-21 09:29:39 UTC,1877,PHP,3.58
bitwiseshiftleft/sjcl,2010-05-26 22:12:06 UTC,2018-11-15 18:56:02 UTC,5224,JavaScript,3.59
vuejs/vue-devtools,2014-09-29 03:52:07 UTC,2018-12-07 13:41:52 UTC,11298,JavaScript,3.59
wp-cli/wp-cli,2011-09-10 12:51:59 UTC,2018-08-24 13:52:33 UTC,3744,PHP,3.6
fluent/fluentd,2011-06-19 08:41:40 UTC,2018-12-22 19:59:43 UTC,7177,Ruby,3.6
facebookarchive/swift,2012-05-09 20:24:31 UTC,2018-07-10 10:11:08 UTC,804,Java,3.61
justinwalsh/daux.io,2013-06-03 12:42:18 UTC,2018-03-22 07:36:57 UTC,4690,,3.61
tj/co,2013-06-06 04:06:16 UTC,2018-05-08 08:07:40 UTC,9626,JavaScript,3.62
kvz/locutus,2009-09-03 09:52:00 UTC,2018-09-08 06:58:23 UTC,3087,JavaScript,3.62
nikic/PHP-Parser,2011-04-18 17:03:47 UTC,2018-10-11 03:58:47 UTC,7938,PHP,3.63
mailgun/transactional-email-templates,2014-08-07 12:44:28 UTC,2018-12-02 11:27:52 UTC,6022,HTML,3.63
pagehelper/Mybatis-PageHelper,2014-06-09 15:32:30 UTC,2018-11-26 06:56:02 UTC,5747,Java,3.64
sindresorhus/quick-look-plugins,2013-12-07 15:43:33 UTC,2018-05-07 16:18:14 UTC,10875,,3.64
cferdinandi/smooth-scroll,2013-01-25 03:15:05 UTC,2018-11-15 18:56:20 UTC,3769,JavaScript,3.65
jquery/sizzle,2008-08-24 20:38:54 UTC,2018-12-22 02:45:07 UTC,5570,JavaScript,3.65
idiot/unslider,2012-03-05 13:02:02 UTC,2018-05-02 10:10:46 UTC,4255,JavaScript,3.66
PHPOffice/PHPExcel,2012-06-18 15:30:27 UTC,2018-11-20 02:55:42 UTC,10551,PHP,3.66
chrisbanes/PhotoView,2012-07-17 16:39:00 UTC,2018-06-29 12:59:27 UTC,13415,Java,3.67
enyo/dropzone,2012-02-12 16:19:18 UTC,2018-08-29 06:39:56 UTC,13961,JavaScript,3.67
github/hub,2009-12-05 22:15:25 UTC,2018-11-29 08:39:14 UTC,14106,Go,3.68
niklasvh/html2canvas,2011-07-16 01:05:58 UTC,2018-12-07 03:09:11 UTC,14438,JavaScript,3.68
swagger-api/swagger-editor,2014-05-02 22:47:10 UTC,2018-12-20 19:44:19 UTC,4426,JavaScript,3.69
github/github-services,2010-05-14 20:07:36 UTC,2018-05-09 07:03:26 UTC,1912,Ruby,3.69
tgriesser/knex,2012-12-29 05:18:25 UTC,2018-12-19 17:00:48 UTC,8463,JavaScript,3.7
mattbryson/TouchSwipe-Jquery-Plugin,2011-06-28 11:16:26 UTC,2018-12-01 19:28:27 UTC,3936,JavaScript,3.7
kelektiv/node-cron,2010-06-23 01:25:18 UTC,2018-12-09 20:34:40 UTC,5167,JavaScript,3.71
SVProgressHUD/SVProgressHUD,2011-03-28 19:23:04 UTC,2018-10-22 09:01:17 UTC,11287,Objective-C,3.71
twitter/effectivescala,2012-01-31 17:35:25 UTC,2018-04-03 10:42:26 UTC,1953,HTML,3.72
knockout/knockout,2010-07-05 08:08:34 UTC,2018-10-10 15:02:14 UTC,9153,JavaScript,3.72
twitter/util,2011-03-26 01:23:21 UTC,2018-09-27 21:16:16 UTC,2157,Scala,3.73
doorkeeper-gem/doorkeeper,2011-11-18 13:02:01 UTC,2018-11-08 18:11:55 UTC,4149,Ruby,3.73
Atmosphere/atmosphere,2010-06-30 14:26:23 UTC,2018-12-20 22:10:51 UTC,3263,Java,3.74
filp/whoops,2013-03-11 16:58:27 UTC,2018-10-26 06:40:34 UTC,8529,PHP,3.74
scrooloose/nerdtree,2008-03-10 07:34:08 UTC,2018-11-15 18:24:46 UTC,10727,Vim script,3.75
handsontable/handsontable,2011-05-23 22:38:58 UTC,2018-12-22 15:30:48 UTC,11035,JavaScript,3.75
reactjs/react-tutorial,2014-06-30 04:42:12 UTC,2018-04-24 03:01:34 UTC,3237,JavaScript,3.76
segmentio/nightmare,2014-04-05 22:19:51 UTC,2018-12-22 18:28:10 UTC,16618,JavaScript,3.76
nsqio/nsq,2012-05-12 14:37:08 UTC,2018-10-25 10:15:14 UTC,13638,Go,3.77
